,ResponseName,ReleaseDate,RequiredAge,DLCCount,Metacritic,MovieCount,RecommendationCount,ScreenshotCount,SteamSpyOwners,SteamSpyPlayersEstimate,PriceFinal,GenreScore,PlatformScore,CategoryScore
5812,Sebastien Loeb Rally EVO,Jan 29 2016,0,4,0,5,250,22,12375,10761,49.99,3,1,2
5813,TDP5 Arena 3D,Mar 26 2015,0,0,0,1,173,6,178094,59903,0.0,3,1,1
5814,Crazy Steam Bros 2,Apr 2 2015,0,0,0,2,0,9,3587,1435,1.99,3,3,2
5815,Second Coming: Tactical Training,Apr 30 2015,0,0,0,2,0,15,0,0,4.99,1,1,1
5816,Dungeon Crawlers HD,Jun 1 2015,0,0,0,2,0,5,13272,6995,4.99,3,3,2
5817,Pirates Deck,Aug 10 2015,0,0,0,1,0,6,9326,544,2.99,3,1,1
5818,MotoGP(tm)15,Jun 23 2015,0,4,0,4,242,11,29413,26185,39.99,3,1,2
5819,Traps N Gemstones,Apr 16 2015,0,0,0,1,0,6,535,535,9.99,4,1,1
5820,Gravilon,Mar 30 2015,0,0,0,1,883,5,273687,174866,0.49,5,3,1
5821,Codename CURE,Jul 17 2015,0,0,0,1,7407,10,1438025,967412,0.0,3,3,4
5822,Geocore,Jul 31 2015,0,0,0,2,0,5,1070,1070,9.99,3,3,4
5823,NEO AQUARIUM - The King of Crustaceans -,Jun 8 2015,0,1,0,2,130,6,29055,9685,8.99,2,1,2
5824,STAR WARS(tm): TIE Fighter Special Edition,Apr 28 2015,0,0,0,1,143,5,132539,38560,9.99,1,1,1
5825,199X,Mar 10 2015,0,1,0,1,193,5,15065,3587,1.99,2,1,1
5826,Blood Alloy: Reborn,Mar 2 2016,0,1,49,1,0,9,1255,1255,12.99,2,1,1
5827,Reign of Bullets,Aug 19 2015,0,0,0,2,0,12,10223,2332,12.99,2,3,1
5828,Perfection of Wisdom,Apr 6 2015,0,0,0,2,0,9,0,0,9.99,3,1,2
5829,Radium,Mar 13 2015,0,0,0,1,0,9,21163,13631,0.74,3,3,1
5830,Flamberge,Mar 25 2015,0,0,0,1,0,9,539,539,9.99,4,2,2
5831,//SNOWFLAKE TATTOO//,Mar 27 2015,0,0,0,1,0,6,17935,6815,4.99,4,1,1
5832,Thunderbird, ,0,0,0,4,0,5,0,0,0.0,4,1,2
5833,Leadwerks Game Launcher,Aug 24 2015,0,0,0,1,0,34,69050,10940,0.0,2,1,0
5834,Crazy Belts,Jan 5 2016,0,0,0,1,0,5,9326,1077,3.99,2,1,1
5835,The Albino Hunter,Mar 11 2015,0,0,0,1,295,6,72278,52370,4.99,3,1,1
5836,Last Word,May 8 2015,0,1,67,1,178,8,81604,23315,9.99,4,3,1
5837,Trigger Runners,Mar 3 2016,0,2,0,1,0,10,14707,8429,1.99,4,1,1
5838,ENIGMA : An Illusion Named Family,Mar 19 2015,0,0,0,2,0,16,0,0,4.99,3,1,1
5839,Leos Fortune - HD Edition,Sep 8 2015,0,0,0,1,168,10,10044,6815,6.99,2,2,1
5840,Pirates vs Corsairs: Davy Joness Gold,Mar 16 2015,0,0,0,1,0,7,14169,1076,4.99,1,2,2
5841,Puzzle Expedition,Jun 29 2015,0,0,0,2,0,7,0,0,7.99,1,1,1
5842,Overland,When The World Ends,0,0,0,1,0,8,0,0,0.0,2,3,1
5843,Deputy Dangle,Jul 29 2016,0,0,0,1,0,23,0,0,19.99,3,1,1
5844,Drizzlepath,Mar 12 2015,0,0,0,1,293,16,15245,9147,2.99,3,1,1
5845,Space Run Galaxy,Jun 17 2016,0,0,77,2,334,7,17038,9147,19.99,2,1,2
5846,Centauri Sector,Jun 23 2015,0,0,0,1,0,12,13272,5380,7.99,3,3,1
5847,FutureGrind,2016,0,0,0,1,0,10,0,0,0.0,4,2,1
5848,Survarium,Apr 2 2015,0,7,0,3,12247,19,3092704,1742202,0.0,5,1,2
5849,Albino Lullaby: Episode 1,Sep 14 2015,0,3,0,3,220,12,16321,9147,9.99,3,1,2
5850,Piloteer,Sep 25 2015,0,0,0,1,0,5,1076,535,2.99,2,3,1
5851,Pixel Puzzles 2: Space,Feb 19 2016,0,0,0,1,0,9,13810,7174,9.99,4,1,1
5852,Home is Where One Starts...,May 12 2015,0,0,0,2,285,6,18114,11299,2.99,2,3,1
5853,Dungeon Warfare,Nov 4 2015,0,0,0,1,237,8,19549,13093,9.99,2,3,2
5854,The Hero of Kendrickstone,Mar 13 2015,0,0,0,1,0,5,4663,3587,4.99,2,3,1
5855,Sheltered,Mar 15 2016,0,0,62,3,1676,14,218448,156931,14.99,3,3,1
5856,Beyond Eyes,Aug 11 2015,0,0,60,2,340,6,98463,23136,14.99,2,3,1
5857,Commander Cool 2,Dec 17 2015,0,0,0,2,1115,13,10761,7174,2.99,2,3,3
5858,Machineers - Episode 1: Tivoli Town,May 15 2015,0,1,0,1,0,8,0,0,4.99,2,3,1
5859,Fuego!,Nov 16 2015,0,0,0,2,0,7,1255,1077,9.99,3,2,2
5860,Box Out!,May 4 2015,0,0,0,2,0,6,2511,2134,6.99,1,1,1
5861,Heroes of Scene,Aug 26 2015,0,0,0,1,642,10,255753,153344,0.0,4,1,3
5862,The Emptiness Deluxe Edition,Apr 17 2015,0,0,0,2,0,14,8071,2152,9.99,2,1,1
5863,Tile Rider,Jun 4 2015,0,1,0,1,0,9,1614,1076,3.99,4,2,1
5864,Time Machine VR,May 19 2016,0,0,58,1,0,5,8967,8250,29.99,3,1,2
5865,Keen Dreams,Sep 28 2015,0,0,0,1,204,7,71202,50756,4.99,4,3,1
5866,Tony Tough and the Night of Roasted Moths,May 7 2015,0,0,68,1,0,10,4304,539,9.99,2,3,1
5867,Gathering Sky,Aug 13 2015,0,1,0,1,0,6,1435,538,4.99,2,3,1
5868,Stalingrad,Mar 25 2015,0,0,0,1,0,11,17756,8071,4.99,1,1,1
5869,Cuban Missile Crisis,Mar 25 2015,0,0,0,1,0,19,17576,4842,4.99,1,1,2
5870,Desert Law,Mar 25 2015,0,0,0,1,0,8,8788,1255,4.99,2,1,1
5871,Cuban Missile Crisis: Ice Crusade,Mar 25 2015,0,0,0,1,0,14,15245,2511,4.99,1,1,2
5872,METAL SLUG DEFENSE,May 1 2015,0,10,0,1,1161,11,458238,229029,0.0,2,1,2
5873,Dragomon Hunter,Dec 2 2015,0,1,0,3,842,6,461646,311172,0.0,3,1,3
5874,Soccer Manager 2015,Jul 16 2015,0,0,0,1,525,9,356368,214323,0.0,2,2,1
5875,Orbit HD,Mar 18 2015,0,1,0,2,0,13,21163,14348,0.49,4,3,1
5876,The Slaughter: Act One,Jan 28 2016,0,1,0,2,0,12,8967,4484,7.99,2,3,1
5877,Thumper,Oct 13 2016,0,0,0,1,0,7,20625,19190,0.0,2,1,1
5878,Interloper,May 21 2015,0,0,77,3,201,6,19908,13272,11.99,2,3,2
5879,Chris Sawyers Locomotion(tm),Mar 17 2015,0,0,0,1,123,6,21163,17038,5.99,2,1,2
5880,STAR WARS(tm) Galactic Battlegrounds Saga,Mar 1 2016,0,0,0,1,430,5,169485,62772,5.99,2,1,2
5881,Soccer Rage,Jun 2 2015,0,0,0,2,721,11,11299,3946,9.99,4,1,2
5882,Port of Call,Aug 28 2015,0,0,0,1,773,5,113349,37843,0.0,2,2,1
5883,The Royal Trap: The Confines Of The Crown,Apr 3 2015,0,0,0,1,103,6,19370,6277,19.99,2,3,1
5884,East Tower - Takashi,May 27 2015,15,0,0,2,0,5,10223,5919,5.99,4,2,1
5885,East Tower - Kuon,Jun 26 2015,15,0,0,2,0,6,4484,3049,8.99,4,2,1
5886,East Tower - Kurenai,Jul 30 2015,15,0,0,2,0,6,5380,3587,17.99,4,2,1
5887,Party Hard,Aug 25 2015,17,0,66,5,2456,11,264182,215758,12.89,3,3,1
5888,Aerannis,Sep 15 2015,0,0,0,1,0,8,15245,1793,4.99,2,2,1
5889,Deaths Gambit,2017,0,0,0,1,0,6,0,0,0.0,2,1,1
5890,Spookys Jump Scare Mansion,Jul 28 2015,0,2,0,2,7202,13,1046684,733181,0.0,4,1,1
5891,Band of Drones,Mar 25 2015,0,0,0,1,0,6,0,0,7.99,2,1,2
5892,The Hole Story,Jul 13 2015,0,1,0,2,0,8,3587,1614,4.99,4,2,1
5893,Astronaut Simulator,Apr 2 2015,0,0,0,1,0,6,1793,1435,1.99,3,1,2
5894,Galacide,Jul 28 2015,0,2,76,2,0,7,16321,9326,9.99,2,2,2
5895,Choice of the Petal Throne,Apr 10 2015,0,0,0,1,0,5,1435,1076,3.99,2,3,1
5896,Devoured Time,Aug 8 2016,0,0,0,1,0,113,1793,0,10.99,4,1,1
5897,Eron,Mar 17 2015,0,0,0,1,195,8,31745,7533,1.99,1,2,1
5898,One More Line,Aug 28 2015,0,0,0,1,0,6,10402,5919,2.99,3,3,2
5899,Battle Fantasia -Revised Edition-,Jul 7 2015,0,1,0,1,0,8,5919,3766,14.99,1,1,2
5900,MAGIX Music Maker Hip Hop Edition 6,Mar 30 2015,0,0,0,1,0,5,0,0,39.99,1,1,0
5901,The Collider 2,Apr 19 2016,0,0,70,3,0,5,3228,2690,9.99,3,1,1
5902,Excubitor,May 26 2016,0,0,69,3,0,8,1255,533,14.99,2,3,1
5903,UBERMOSH,Aug 13 2015,0,1,0,1,832,5,75506,50756,1.99,2,2,1
5904,Big Action Mega Fight!,Jan 12 2016,0,0,0,1,0,5,14348,9685,4.99,2,2,1
5905,500 Years Act 1,Apr 15 2015,0,0,0,1,0,12,15065,6277,7.99,3,1,1
5906,Alter World,May 29 2015,0,0,0,1,263,10,102588,65283,1.99,1,3,1
5907,Red Lake,Mar 25 2015,0,0,0,2,163,5,48066,17935,0.5,3,1,1
5908,Snakebird,May 4 2015,0,0,0,2,429,9,83577,38919,6.99,1,3,1
5909,Oriental Empires,Sep 20 2016,0,0,0,1,0,17,9864,8788,0.0,4,1,1
5910,Break_In,Apr 29 2015,0,0,0,1,0,8,538,533,4.99,4,1,1
5911,Space Beast Terror Fright,Apr 6 2015,0,0,0,4,320,14,10582,10402,14.99,3,1,3
5912,Cobalt,Feb 2 2016,0,0,69,6,487,8,26544,20625,19.99,3,1,4
5913,Return NULL - Episode 1,Apr 2 2015,0,1,0,1,0,6,21163,8071,1.99,1,3,1
5914,Frozen Free Fall: Snowball Fight,Sep 15 2015,0,0,0,1,1743,10,212350,110300,0.0,2,1,2
5915,Astroloco: Worst Contact,Mar 11 2016,0,0,0,2,0,12,4304,2870,4.99,2,1,1
5916,Unium,Mar 27 2015,0,0,0,1,216,6,25288,17397,1.99,3,3,2
5917,Project Explore,Mar 20 2015,0,1,0,1,214,9,10761,8429,1.99,6,1,1
5918,Home Improvisation: Furniture Sandbox,Jul 28 2016,0,0,0,1,112,7,10044,9147,9.99,3,3,3
5919,APT,Aug 27 2015,0,0,0,2,0,7,717,535,14.99,3,1,1
5920,Rogue Continuum,Sep 15 2015,0,0,0,2,0,7,897,897,9.99,4,3,3
5921,Inside My Radio,May 11 2015,0,0,68,2,182,15,20805,8250,14.99,3,1,1
5922,VR Karts,Apr 17 2015,0,0,0,2,0,8,1070,1070,0.0,4,1,2
5923,Damn virgins,Jul 30 2015,0,0,0,1,0,13,1076,540,4.99,3,1,1
5924,The District,Mar 31 2015,0,0,0,1,959,12,48604,36049,0.49,4,2,1
5925,Defend Your Life,Apr 10 2015,0,0,0,1,580,5,140431,83398,4.99,4,3,1
5926,Attack of the Labyrinth +,Mar 30 2015,0,0,0,1,0,9,5201,2332,1.99,2,1,2
5927,Zombie Camp: Last Survivor,Apr 17 2015,0,0,0,1,0,16,4663,1793,2.99,1,1,1
5928,Vortex Attack: borutetsukusuatatsuku,May 27 2015,0,0,0,2,0,31,4125,2332,6.99,2,1,2
5929,Make it indie!,Apr 1 2015,0,0,0,1,936,10,127876,81963,0.99,3,3,1
5930,QuestEvent,Sep 9 2015,0,0,0,1,0,6,8609,1973,2.99,6,1,1
5931,Final Strike,Jun 23 2016,0,0,0,1,0,10,1616,1077,9.99,4,1,2
5932,R.O.O.T.S,Apr 1 2015,0,0,0,1,0,8,35332,7712,2.99,3,2,1
5933,Telepath Tactics,Apr 16 2015,0,0,0,2,0,10,4484,3766,14.99,3,1,3
5934,The Curse of Nordic Cove,Apr 23 2015,0,0,0,2,0,8,4304,1081,0.99,3,1,1
5935,Another Star,Jul 28 2015,0,0,0,1,0,11,1255,544,9.99,2,3,1
5936,Earthtongue,Apr 27 2015,0,1,0,2,0,5,3946,3766,4.99,2,2,1
5937,No Turning Back: The Pixel Art Action-Adventure Roguelike,Jan 15 2016,0,0,0,1,0,5,17038,8788,4.99,5,1,1
5938,D4: Dark Dreams Dont Die -Season One-,Jun 5 2015,13,15,67,2,997,20,75686,46272,14.99,3,1,1
5939,The Curious Expedition,Sep 2 2016,0,1,0,1,543,33,37663,36049,14.99,5,3,1
5940,Arctic Adventure,May 5 2014,0,0,0,2,0,8,53805,2690,0.0,2,2,1
5941,Bio Menace,May 5 2014,0,0,0,2,0,8,53984,4663,0.0,1,2,1
5942,Blake Stone: Aliens of Gold,May 5 2015,0,0,0,2,0,8,57930,3946,4.99,1,2,1
5943,Math Rescue,May 5 2014,0,0,0,2,0,8,59723,3946,4.99,1,2,1
5944,Monster Bash,May 5 2014,0,0,0,1,0,8,54343,3587,4.99,1,2,1
5945,Mystic Towers,May 5 2014,0,0,0,2,0,5,58468,2870,4.99,2,2,1
5946,Paganitzu,May 5 2014,0,0,0,2,0,8,57751,1793,4.99,2,2,1
5947,Monuments of Mars,May 5 2014,0,0,0,2,0,5,53984,1614,0.0,2,2,1
5948,Cosmos Cosmic Adventure,May 5 2014,0,0,0,2,0,8,59723,3946,4.99,2,2,1
5949,Crystal Caves,May 5 2014,0,0,0,2,0,8,58109,2332,4.99,1,2,1
5950,Death Rally (Classic),May 5 2014,0,0,0,2,0,8,71740,7533,4.99,1,2,1
5951,Alien Carnage / Halloween Harry,May 5 2014,0,0,0,2,0,8,53984,5022,0.0,1,2,1
5952,Hocus Pocus,May 5 2014,0,0,0,2,0,8,58109,3946,4.99,2,2,1
5953,Major Stryker,May 5 2014,0,0,0,2,0,8,54343,2870,2.99,1,2,1
5954,Blake Stone: Planet Strike,May 5 2015,0,0,0,2,0,8,58289,1793,4.99,1,2,1
5955,Realms of Chaos,May 5 2014,0,0,0,2,0,8,59185,3408,4.99,2,2,1
5956,Pharaohs Tomb,May 5 2014,0,0,0,2,0,5,54164,2332,0.0,1,2,1
5957,Word Rescue,May 5 2014,0,0,0,1,0,8,59544,3766,4.99,2,2,1
5958,Secret Agent,May 5 2014,0,0,0,1,0,8,58827,3408,4.99,1,2,1
5959,Raptor: Call of the Shadows (1994 Classic Edition),May 5 2014,0,0,0,2,0,16,59544,6636,4.99,1,2,1
5960,Terminal Velocity,May 5 2014,0,0,0,1,0,8,58827,4484,6.99,1,2,1
5961,Wacky Wheels,May 5 2014,0,0,0,3,0,8,72637,6995,4.99,2,2,0
5962,Stargunner,May 5 2014,0,0,0,1,0,8,73892,3228,0.0,2,2,1
5963,Shadow Warrior (Classic),May 5 2014,0,0,73,1,0,8,59723,4484,0.0,1,2,2
5964,Rise of the Triad: Dark War,May 5 2014,0,0,0,2,0,8,59365,5560,6.99,1,2,1
5965,Xenophage: Alien Bloodsport,May 5 2014,0,0,0,1,0,5,53984,1614,0.0,1,2,1
5966,Dark Ages,May 5 2014,0,0,0,1,0,5,53984,1973,0.0,1,2,1
5967,Talisman: The Horus Heresy,Feb 22 2016,0,6,0,2,115,6,13093,9147,14.99,1,2,3
5968,Drip Drip,Feb 25 2016,0,0,0,1,0,6,2511,0,9.99,3,1,1
5969,Exowar,Mar 23 2015,0,0,0,1,0,10,8788,808,6.99,3,2,2
5970,Gryphon Knight Epic,Aug 20 2015,0,0,55,1,0,12,15065,7353,9.99,2,3,1
5971,3d Bridges,Mar 23 2015,0,0,0,2,0,20,717,539,9.99,1,1,1
5972,Sunrider: Liberation Day - Captains Edition,Mar 4 2016,17,1,0,2,321,8,11658,7174,24.99,4,3,1
5973,Selenon Rising,Apr 29 2016,0,1,0,1,0,5,1076,811,5.99,1,3,1
5974,The Reject Demon: Toko Chapter 0 -- Prelude,May 8 2015,17,1,0,2,130,14,9685,6277,4.99,2,3,1
5975,Luckslinger,Jul 16 2015,0,1,76,1,0,8,12734,3408,9.99,3,3,1
5976,Good Robot,Apr 5 2016,0,1,69,2,128,8,3228,2690,9.99,3,1,1
5977,ZombieRun,Jun 3 2015,0,0,0,1,0,10,24750,6098,2.99,2,2,2
5978,Canabalt,Apr 30 2015,0,0,0,1,111,12,32283,13810,2.99,2,3,2
5979,The Music Machine,May 6 2015,0,1,0,1,203,6,20625,10940,4.99,2,1,1
5980,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,Sep 2 2015,14,0,0,1,6028,5,277274,199078,0.99,3,1,1
5981,Switch Galaxy Ultra,Nov 20 2015,0,2,0,1,0,18,14707,6277,9.99,3,3,1
5982,Hunter Gatherer,Mar 24 2015,0,0,0,1,0,10,0,0,1.99,3,3,1
5983,Gare Sapphire Mechs,Apr 1 2015,0,0,0,1,0,15,21522,2690,7.99,2,1,1
5984,Kick Ass Commandos,Nov 6 2015,0,0,0,2,122,8,15424,6815,7.99,5,3,1
5985,TAKEN,Jul 7 2015,0,0,0,1,0,14,3587,897,1.99,3,3,1
5986,Rituals,May 27 2015,0,0,0,1,0,5,19908,1973,8.99,2,3,1
5987,MX vs. ATV Unleashed,Apr 16 2015,0,0,71,0,157,5,23495,11478,9.99,2,1,3
5988,Lethis - Path of Progress,Jun 25 2015,0,0,65,2,394,9,23315,21701,19.99,3,1,1
5989,City of Fools,Jul 10 2015,0,0,0,1,0,7,12196,7174,7.99,3,2,1
5990,Green Moon,May 15 2015,0,0,0,1,0,7,7174,2870,6.99,3,1,1
5991,Heroes of Loot,May 25 2015,0,0,0,1,0,5,5739,2870,4.99,3,3,2
5992,Crazy Cars - Hit the Road,Mar 27 2015,0,0,0,1,0,13,20446,5022,2.99,1,2,1
5993,Death Pirate,Jun 8 2015,0,0,0,2,0,39,1076,803,3.99,4,1,1
5994,Evoland 2,Aug 25 2015,0,1,0,1,1070,10,123931,85908,19.99,4,2,1
5995,Elite Dangerous,Apr 2 2015,0,3,80,4,17106,20,905177,846530,29.99,6,2,5
5996,Defunct,Jan 29 2016,0,1,0,1,0,14,8967,5380,9.99,3,1,1
5997,Pirates Life,Apr 17 2015,0,0,0,1,0,6,4842,4663,4.99,2,1,1
5998,The Secret World: Ultimate Edition,Jun 11 2015,17,0,0,2,0,11,0,0,59.99,3,1,3
5999,Amnesia(tm): Memories,Aug 25 2015,0,0,0,1,930,17,57751,41071,29.99,1,1,1
6000,Why Am I Dead At Sea,May 11 2015,0,0,0,1,0,8,3587,2332,4.99,3,2,1
6001,Artifact Adventure,Jun 1 2015,0,0,0,1,0,6,8250,5022,6.99,2,1,1
6002,In Space We Brawl,Jul 17 2015,0,0,0,1,0,10,3049,2152,8.99,2,2,2
6003,Tom Clancys Rainbow Six(r) Siege,Dec 1 2015,17,24,0,6,31380,21,1157881,1124701,49.99,1,1,3
6004,Shutter,Apr 2 2015,0,0,0,2,114,10,19190,9685,1.99,2,1,1
6005,Uncanny Valley,Apr 23 2015,0,1,67,4,235,7,136664,36229,9.99,3,1,1
6006,Assassins Creed(r) Chronicles: Russia,Feb 9 2016,13,0,0,1,128,11,19549,9506,9.99,2,1,1
6007,Assassins Creed(r) Chronicles: India,Jan 12 2016,0,0,0,3,183,11,21881,9864,9.99,2,1,1
6008,Call of Cthulhu: Prisoner of Ice,Nov 4 2015,0,0,0,2,0,5,2332,539,5.99,1,1,1
6009,Independence War(r) 2: Edge of Chaos,May 7 2015,0,0,83,1,0,6,2332,1255,5.99,2,1,1
6010,Star Trek(tm) : 25th Anniversary,May 7 2015,0,0,0,2,0,6,10582,7353,5.99,3,1,1
6011,Vagrant Hearts 2,May 20 2015,0,0,0,1,0,16,4484,1076,9.99,4,1,1
6012,From Bedrooms to Billions: Creating Sensible World of Soccer,Sep 15 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
6013,From Bedrooms to Billions: Making Games and Sheep in Space,Sep 15 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
6014,From Bedrooms to Billions: Making music for the Commodore 64,Sep 15 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
6015,From Bedrooms to Billions: Making Head Over Heels,Sep 15 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
6016,From Bedrooms to Billions: Making Shadow of the Beast,Sep 15 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
6017,From Bedrooms to Billions: Teaching Nintendo 3D,Sep 15 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
6018,From Bedrooms to Billions: Making Manic Miner,Sep 15 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
6019,From Bedrooms to Billions: Making Elite,Sep 15 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
6020,Copa Petrobras de Marcas,Apr 8 2015,0,0,0,1,1272,7,761518,436537,0.0,4,1,1
6021,Hare In The Hat,Apr 1 2015,0,1,0,1,259,8,39636,23853,1.99,2,2,1
6022,Shift Happens,Sep 9 2015,0,0,0,2,0,12,3587,3049,13.99,3,1,3
6023,FINAL FANTASY X/X-2 HD Remaster,May 12 2016,13,0,0,1,2866,8,246426,218448,29.99,1,1,1
6024,The Incredible Adventures of Van Helsing III,May 22 2015,0,0,64,5,459,17,77300,36408,14.99,4,2,3
6025,Highlands,Apr 21 2015,0,1,0,2,149,8,13093,7174,9.99,3,1,1
6026,Shadows Peak,Mar 18 2016,0,0,0,1,0,8,2870,2152,7.99,4,1,1
6027,Choice Chamber,Jul 16 2015,0,0,0,1,106,13,94517,34076,9.99,3,1,4
6028,Alpha Version.0,2017,0,0,0,1,0,7,0,0,0.0,2,1,1
6029,Remnants Of Isolation,May 1 2015,0,0,0,1,0,10,64566,11658,1.99,3,1,1
6030,XLarn,May 25 2015,0,0,0,1,0,7,0,0,4.99,2,3,1
6031,Our Nations Miner,Dec 22 2015,0,0,0,1,0,7,10940,3946,5.99,3,1,1
6032,Cloud Knights,Apr 27 2015,13,0,0,1,105,11,88240,11478,1.49,3,2,2
6033,How To Survive: Third Person Standalone,Jul 2 2015,0,0,0,2,836,20,111914,60261,9.99,3,1,1
6034,How to Survive 2,Sep 8 2016,0,4,0,6,3461,25,351884,308661,8.99,3,1,3
6035,Tiny Bridge: Ratventure,May 8 2015,0,0,0,1,538,6,156752,105996,0.99,5,2,1
6036,Nightside,Aug 6 2015,0,1,0,3,0,15,13989,7353,6.99,2,2,3
6037,Kiai Resonance,Apr 23 2015,0,0,0,1,0,5,12016,7353,4.99,3,1,2
6038,Into the Stars,Mar 4 2016,0,0,61,4,333,21,21343,17218,19.99,5,1,1
6039,Hypt,Apr 23 2015,0,1,0,1,0,5,20984,2511,4.99,3,3,1
6040,WE ARE DOOMED,Apr 21 2015,0,1,0,1,0,12,808,539,9.99,2,2,1
6041,Cursed Sight,Aug 3 2015,0,2,0,1,126,5,4125,2152,6.99,1,3,1
6042,Abduction Action! Plus,Sep 1 2015,0,0,0,1,0,5,7891,897,1.99,4,1,1
6043,Once Bitten Twice Dead!,Jul 7 2015,0,0,0,2,105,15,22777,12375,4.99,8,1,3
6044,99 Waves to Die,Apr 9 2015,0,0,0,1,0,8,1435,539,2.99,2,2,1
6045,Spellsworn,Nov 2 2015,0,0,0,3,110,6,13451,6277,9.99,3,2,1
6046,12 Labours of Hercules II: The Cretan Bull,Jun 5 2015,0,0,0,1,1390,11,171638,120523,2.99,2,3,1
6047,12 Labours of Hercules III: Girl Power,Aug 7 2015,0,0,0,1,554,10,93262,66897,2.99,2,3,1
6048,Drone Zero Gravity(tm),Oct 2 2015,0,1,0,2,0,20,0,0,9.99,3,1,1
6049,Soda Star,May 14 2015,0,0,0,1,0,10,1973,0,3.99,3,3,1
6050,Cards and Castles,Dec 18 2015,0,0,0,1,516,10,108506,55240,0.0,4,2,3
6051,Downwell,Oct 15 2015,0,0,84,1,2302,5,190290,159980,2.99,3,1,1
6052,StarFence: Heroic Edition,Apr 20 2015,0,0,0,2,0,7,17397,1891,4.99,3,1,1
6053,Run and Fire,May 27 2015,0,3,0,1,556,9,653371,327672,0.0,1,1,2
6054,MAGIX Audio Cleaning Lab 2016,May 18 2015,0,0,0,1,0,5,803,1067,59.99,1,1,0
6055,Lumini,Sep 3 2015,0,1,69,1,0,6,3228,1973,12.99,2,3,1
6056,Electric Circuit,Jun 22 2015,0,0,0,2,0,10,8967,6636,1.99,2,1,1
6057,Ultimate Tic-Tac-Toe,Apr 28 2015,0,0,0,1,1088,6,239611,119088,0.0,2,1,2
6058,Nightfall: Escape,Jun 28 2016,0,0,0,1,0,11,13810,1435,14.99,2,3,1
6059,The Lost Valley,Apr 20 2015,0,0,0,1,101,8,1973,1973,4.99,5,1,1
6060,The Mean Greens - Plastic Warfare,Dec 8 2015,0,0,0,1,1796,38,171638,105637,9.99,2,3,1
6061,Descent: Underground,Oct 22 2015,0,0,0,5,273,6,34973,23495,29.99,3,3,4
6062,Ongaku,May 28 2015,0,10,0,2,0,12,0,0,5.99,1,1,2
6063,Luxor HD,May 11 2015,0,0,0,1,0,8,4842,1255,9.99,2,1,1
6064,Doom & Destiny Advanced,Jun 3 2015,0,0,0,2,113,24,4304,2690,9.99,3,3,2
6065,Prometheus - The Fire Thief,Apr 20 2015,0,0,0,1,0,5,533,533,4.99,3,1,1
6066,Card Dungeon,Jun 2 2015,0,0,0,1,0,12,3587,2870,5.99,3,2,1
6067,Steamalot: Epochs Journey,Aug 31 2015,0,0,0,2,0,10,6995,3049,4.99,1,2,2
6068,Sparkle 3 Genesis,Apr 24 2015,0,0,0,1,321,10,99898,63131,0.49,4,3,1
6069,COAST GUARD,Oct 21 2015,0,0,47,1,0,7,9864,6277,14.99,2,2,1
6070,Strange Space,Dec 22 2015,0,0,0,1,0,9,0,0,1.99,4,1,1
6071,Turmoil,Jun 2 2016,0,0,0,3,1124,17,166795,163746,9.99,3,3,1
6072,Mother Russia Bleeds,Sep 5 2016,18,0,72,3,682,7,41609,35691,14.99,2,3,3
6073,Casino Inc.,Apr 17 2015,0,0,0,11,0,28,0,0,5.99,2,1,1
6074,Shrooms,May 8 2015,0,0,0,1,0,5,1616,1347,14.99,5,2,3
6075,Skyhook,May 17 2016,0,0,0,1,0,8,3408,2511,7.99,2,3,2
6076,Goosebumps: The Game,Oct 13 2015,0,0,0,1,0,11,12196,1973,14.99,2,1,1
6077,World War I,Apr 9 2015,0,0,0,1,0,8,27082,7712,4.99,1,1,1
6078,Are You Smarter Than a 5th Grader?,Aug 31 2015,0,0,0,1,0,5,7712,5919,14.99,1,1,2
6079,ASTRONEER,2016,0,0,0,1,0,12,0,0,0.0,3,1,3
6080,The Little Crane That Could,Apr 27 2015,0,0,0,1,0,7,1255,1255,11.99,2,3,1
6081,Cradle,Jul 24 2015,0,1,65,1,844,9,23853,19370,12.99,2,2,1
6082,Ice Cream Surfer,Jun 22 2015,0,0,0,1,0,5,7891,1255,2.99,2,2,2
6083,Luna Sky,Oct 2 2015,0,1,0,2,0,19,10761,3408,12.99,3,2,1
6084,True Bliss,May 22 2015,0,0,0,1,0,10,11837,2432,5.99,2,1,1
6085,404Sight,Apr 16 2015,0,0,0,2,1187,5,234769,119626,0.0,2,1,1
6086,Disney Infinity 3.0: Play Without Limits,Oct 29 2015,0,8,0,3,1061,10,293954,125365,0.0,2,1,1
6087,Accidental Runner,Apr 7 2015,0,0,0,1,0,7,535,537,0.0,2,1,2
6088,STAR WARS(tm) - X-Wing Alliance(tm),Apr 28 2015,0,0,0,1,125,5,163387,42506,9.99,1,1,2
